rssi_dbm,noise_floor_dbm,snr_est_db,aci_power_db,jammer_tone_power_db,spectral_flatness,spectral_centroid_hz,evm_rms_pct,ber_est,papr_db,cfo_hz,phase_noise_rms_deg,iq_gain_imbalance_db,iq_phase_imbalance_deg,delay_spread_ns,doppler_hz,y_snr_gain_db
-73.1206375044871,-96.2328861005188,,-12.296038970517902,,0.0590610899937477,-436.9712985254098,11.610180049319911,0.0522239738304628,8.89057680660348,919.2257620772804,,-1.6592969909575908,1.084628458599088,50.0,70.22530645710806,0.0
-77.85332188505849,-102.04796554665064,26.04036227682219,-24.390182575988007,-26.618734779642374,0.3077607440734098,-240.4106285797953,8.513771501423129,0.0044981923307144,10.09213768690802,,,-0.2969576074225067,3.053689710176552,72.21148827300678,11.97967796263827,0.0
-54.45450475498826,,40.0,9.41500700342689,9.002695328768311,0.0860127131060257,56681.23318475819,8.630829699200268,0.0326113365530501,9.877063390419366,-2976.074425801849,,1.196119570050428,-3.553065467872667,94.23971029266475,8.985901518312902,7.600109632489439
-76.84945932117377,-106.01632956584064,26.83129485575582,-19.30115562011372,,0.6575451653454917,-408.22851881651513,13.545793602822991,0.0041581714512634,9.858442073446843,,,-0.3149291642953193,3.3573801565949046,63.59355229666178,16.82283156404972,0.0
-70.61344079833249,-103.34700302617118,28.452396137779687,-3.9062885504800313,-20.125552864972068,0.0851294550542683,-880.5006018247316,3.007186807919925,0.038236778648198,7.515394101606908,-174.51935412503917,3.8076437480637897,-0.880569468599992,4.485070444707401,85.22390468516905,17.782685010116637,9.097729794537962
-56.27680886816586,-101.96923473617504,,-12.53689883572453,5.336493438682368,0.1308375952374814,-1408.7100269847938,9.93997534323776,0.0158121847097285,9.992815318195088,232.3451942999568,2.371984094797175,-0.6903645063893102,-3.002168175077347,75.89613099850095,17.329122727803643,0.0
-76.48915821070679,-96.8112767893785,17.81328522625792,-18.13047109244611,-22.199121833670663,0.0711514848323585,1883.170652930129,10.82335481317287,0.0082794160653821,7.61444239609633,,,0.696951812701201,-2.0925220807632403,107.7451859950682,7.251987586343162,0.0648115798071413
-62.27133143721535,,40.0,-26.993906140519236,,0.0846989670054993,120.35009613484029,6.786063183056672,0.0132583857216139,8.352180345742935,,,-0.1152025508303747,1.2441801935705172,71.99304304421679,21.14659563338616,5.783404965266938
-67.7409376047095,,,-21.00488016636211,-28.45461980601093,0.1196795148918085,-3099.4705319095374,5.175774334219956,0.0043687439503763,7.410769021084837,-22.13752946673357,4.988094377694724,-0.1866267383606387,-2.239766852676769,88.1317387004903,18.039175849448863,0.0
-56.610895437982094,,40.0,-19.021688206118892,,0.0274481340597405,1529.7098608141212,7.858827922056862,0.1266782276275423,7.918688229591575,-682.4055009018579,2.13036689287376,-0.6334318323534177,-0.0987322145458593,84.38480600711125,12.613814087963666,0.0
-73.43773019692944,-101.81097294376308,30.5210448313804,-18.625330539966782,-22.88799834948048,0.20142683428082,-1050.8869926858415,7.389763449868298,0.0556432279631431,6.702146086686277,-24.82559710043674,3.1905602057369955,0.3311005399751612,-0.8302693729600278,50.0,10.205293432488194,0.0
-55.29265050698447,-101.48485739784256,40.0,-18.42258317418822,-19.03883875668736,0.151103398620482,-771.383298381741,10.266580147159376,0.0415104809437879,6.7552196527727695,,3.81124991708714,-0.8092761365243772,-1.1013948999984424,54.14545589961673,22.30496711405608,0.0
-57.44659315971779,-99.70116455024495,40.0,-24.003382844381267,-13.236378806907458,0.2925171178571604,456.6985599990128,10.392698493383282,0.0231251609803907,5.167604309220387,,3.655756397937762,0.7419119121288896,-0.6383937948268532,141.82878805306612,32.06531129862109,0.0
-63.28521651603537,,,,-20.677536607811938,0.3994301481618249,-958.5141751748124,9.11065443152754,0.0100093564400236,6.383563762877086,,2.6435245400527445,-0.2929466455409431,0.3942097284593706,76.66814047002919,28.08390755484089,0.0
-71.41727861789012,,,-17.736531525580855,-31.453298841563264,0.0654067990008017,-1254.1357527998648,10.000621374295584,0.0144857572023338,5.433382077981905,301.00353984651645,,0.5993314316963212,2.1788750799091736,98.8527482331911,5.129577691289121,0.0
-80.66065871499814,-105.5592834669629,25.595059377638155,,-38.487127510485294,0.1304994697505551,-2287.960199335972,16.208642017296643,0.0072836758004399,8.103707564839784,,3.3930759336252256,0.4543682183319291,0.9459852104050306,84.28298407659655,8.155403774092806,7.53834605774014
-59.59632853458726,,37.14705391874976,,-40.16563548240224,0.0652033608583441,772.2729725164219,9.368789210466357,0.0230144181756992,8.88115932188166,,3.59598586625339,-0.7141927729924974,1.294129853790758,54.49829081763431,5.421593727610799,0.0
-79.78678539479745,,21.526689505295774,-22.378565467025467,,0.0583261021368543,3172.19744530776,11.90393652211264,0.0661826916830622,9.222471809248326,323.6677730476744,,0.4344416606691793,0.8005771984217165,115.0881108679472,75.63021471648844,0.0
-56.781824034550574,-103.11239758073371,,,,0.0704393426555388,-299.0416025821444,14.439858145929044,0.005586429518048,4.578548132053745,-49.31995932296269,4.089672453926733,-0.0012541576352328,-0.4047356119527389,50.0,20.584036814898173,2.100190628701455
-64.35764822296053,-100.56894317156215,39.69760166361584,-16.475136598685957,,0.2412852066489748,2026.6509107232555,12.973348112127216,0.0018415018165126,9.262262723782776,,2.819380305082793,-0.8992063585319502,1.32918789429185,66.95611958446091,55.8062311057112,0.0
-70.12643744142096,-93.74605420937031,23.91610444095677,-23.266338114221977,,0.1391204742348435,1038.0598890612653,5.425963911479029,0.0338771546584058,6.9819023530356645,-239.2842499760508,,0.4294186745207792,3.1468765860165897,94.48025439333512,10.32744434821774,18.38374152071537
-75.07129622703089,,,-16.621876151375456,,0.2746588377625459,3115.015809024508,6.998481629512743,0.0269260324863451,10.114043317844557,,3.281429587817647,1.032293027734402,2.1131509677193883,259.3773204719842,30.18604323083074,0.0
-84.14232714494379,-106.29144007120668,,,,0.0735943438188368,-600.5622115304841,13.583521090326924,0.0078815998823365,7.48462230472175,-429.1318929104805,3.375449409234257,-0.2004657804235749,-1.5301331212396654,50.0,35.105744998296814,18.152166682054546
-51.29124226671995,,40.0,-23.255162543037574,-38.571430436475474,0.1253934910294572,-2614.811003874136,8.530048498118934,0.0193036294899456,8.418544312039675,,,0.2056966127426959,4.65521357847998,93.77486375036192,26.326883399164224,0.0
-84.485642244432,,,-20.903246846915323,-30.887555231175668,0.1928161946756912,196.68178783035088,12.32602940764792,0.0142685283316016,7.573789629414194,165.8161364808731,4.20752565169109,0.6250521988970837,-2.1724047247522558,130.48174573770677,9.225175648207443,0.7858386655596654
-66.28997198114938,-98.30654905488204,34.20176576189243,,-19.410994576656293,0.14451576977778,2987.653566697405,11.790361294832262,0.1482805048948137,6.85668867583035,-252.2211715554677,3.636999924312733,-0.1071832097694496,0.7794245119263263,100.02850585542964,12.84084683747815,0.0
-62.64032904970317,,,-10.71239146310514,-26.495128174727228,0.1023474771640391,-1812.350042081575,5.052009331851992,0.0170778906877341,5.685386697120878,,,-0.1424478850007512,-0.855448848444065,64.85090770022228,6.0841672616216265,0.0
-75.25001677968788,-100.60979195858378,,,-26.14152760666817,0.125555161454737,-2194.55054790202,6.911769147335831,0.0254273309169948,6.903391777829805,-4.844609221393717,,0.4159725626685853,-3.762527618109436,107.71612479636592,35.41527752019982,0.0
-71.53732748058096,,26.383637096969792,-21.2634401762343,-28.23680386281803,0.0654486705827893,1998.2768724598195,11.184799140573134,0.0636390218568733,8.752392638248015,126.55134218739764,,-1.2294664418518635,0.7394293502552945,69.10512570675289,8.27545733737143,0.0
-71.11853366924299,,31.00920357108125,-19.0559006411333,-7.064014858520078,0.0857514539406491,285.6222928671136,5.19289117949856,0.0064470144188964,9.56393457286417,-26.458843426307872,4.184804743305646,0.5615889719691837,-2.965011297079364,50.0,15.394940795519442,0.0
-86.39459331543127,-105.76770633270084,18.498502215215638,,,0.182123601403806,-805.298657908475,7.153046438778142,0.0064431514902945,8.549328487528465,315.2414935247665,2.6136955305286267,-0.7499875932776064,-1.2257989895810348,93.51678267712504,6.202551210711879,0.0
-78.25405989394753,,,-14.950333914433722,,0.0457624036275391,-1734.034178210937,9.92042797511622,0.0264206480191376,5.393996820428199,,2.729006958759396,-0.6285801253363993,-0.2702250942046247,190.18759352116757,9.967305000443892,0.0
-71.4070839912334,-92.42681681895,,-5.4470997800889975,,0.0474916069689914,-840.2188252362483,9.372383552303424,0.0163859414288125,7.436263021308653,-585.1744630547939,,-0.9292387555940632,2.0956600059557027,50.0,33.07900000453259,0.0
-77.69320330921195,,25.216495791307658,-17.258280511535986,,0.1265601937684596,347.8163454096524,19.479280741828,0.0438624900255023,6.1251399635064185,-217.77179626342084,,-0.9522901639152098,1.336680207918656,65.29485042452278,7.657594613188238,19.18104805229101
-79.48869621898831,,16.22071952407606,,-24.878770085738346,0.1136503605782919,-376.9506440797985,7.233954342830093,0.006118038161145,7.870974216518054,109.61244995731698,3.3817458893883297,-0.558277979920786,-0.7712638345671923,93.75925693883003,22.314607404262837,6.722013467183237
-59.86335367270645,-104.89117384286004,40.0,-22.930856143080387,-28.89537499587462,0.087455272207013,3161.0089326300954,7.103359544778396,0.0050929148736926,7.384519665282714,56.01128887833678,3.566465202796111,0.2404621755357573,0.3451674145362358,50.0,67.48156956780399,0.0
-62.94902167847352,-101.0358634546494,37.4649113512398,-24.454216121125118,-18.08132522634817,0.0480534217915113,281.0715429410954,13.410995966113662,0.023963322599232,9.755522062366762,-216.69877405819892,2.117855835432555,-1.0964731868316508,-0.4850797207348067,85.412887275586,13.98345615008484,0.0
-58.63362075453941,-110.31378281917355,,,,0.065957484313866,-1261.8908782333904,7.12071249230803,0.0206208411615004,10.1668330094096,-100.08028343637658,2.159065213667529,0.7306539642814283,0.1532624782050125,254.9867385477078,38.418381418946645,0.0
-97.07197691883522,-95.92224625725072,-0.5970215657613268,-21.91980805216023,,0.1627230665841202,1676.8205199030465,6.403411364604679,0.0765166445309717,7.372737231039388,,3.906347821779171,-0.0487588516983338,0.6875187078857004,50.0,7.538010165282179,0.1465501224558951
-61.533914785188365,-93.11654969091543,,-21.86577348319661,-36.34166354511176,0.2426040919516533,-2734.8659129803877,4.168787580349775,0.0468773421234479,8.466147036250158,-325.8391918035509,,-0.1985324375526109,0.1857286920979378,60.17034187246576,10.144478062932905,0.0
-66.71348264864842,,33.573332518889046,-28.427204234593987,,0.182532510614767,198.13102221787503,10.49001510127601,0.0374910911630255,5.568498545453646,41.24670522858141,,0.4791973008932975,1.2802669250619945,50.0,20.56175672187933,0.0
-72.63279300476326,-94.11020890589482,,-10.783948220853231,-26.656370254509863,0.0798316877676689,3722.642100363313,10.50688758290139,0.0108680291470081,7.03992042777338,-52.03952855179837,2.459184475577086,0.2298409600193328,0.1019580300174727,92.57256635887455,14.19313416087305,0.0
-76.58058791836658,-100.71544683174174,24.71532018802827,-1.11889844042015,10.29993106047095,0.090237770687826,38421.83132008877,8.272010456644766,0.0136578361711051,6.556026616195147,,,1.121673545288533,-1.9755165501144705,50.0,20.969077412778443,0.0
-63.86651199301817,-96.22657186002742,31.21468171001061,-20.837711141036163,-28.55064698093075,0.0899892497506456,-220.43303219913335,8.700238214930359,0.0057054751386516,8.334744625268481,,4.519426595910277,-0.9335607040863718,0.9275493602189258,79.84298967163815,45.45439893596509,0.0
-85.22427775647643,,9.714310885420108,-21.148451927238984,-20.898606374290587,0.0490025236393024,-4383.779829548306,9.16336364499805,0.014352578436427,6.9753975995431245,,3.139887450521058,0.345292057716152,-0.7925949781115155,50.0,42.602492344359455,0.1386559492705475
-64.71038157973878,-98.59744864092748,34.90967221426849,-15.66529504293247,-22.40612656757853,0.0736909311184204,27.360535572647336,7.423733887346299,0.002936624207699,8.767193742536087,,,0.2802637942064657,0.5082917423029208,53.04142112581621,3.896462720976495,0.0
-69.28849362361375,-102.2280593378828,31.56028256333892,-16.919184340164804,-7.738168083461925,0.3559528237246858,-612.5900413087879,10.132890729413852,0.0153383012846184,7.714074192438055,-199.84824119739795,3.419999775507856,0.8870342342393125,4.775684501773411,124.94541758038592,49.04191951978515,0.0
-66.02300987470888,-102.06789621785498,38.84853274495719,-10.959002544835505,-27.704341594262264,0.0804815189591121,239.2956127584856,5.127436829870198,0.0276230826637336,5.308764731930875,,3.0871577075616337,0.3529656482193837,1.071694074334974,50.0,47.36604139468422,0.0
-73.41534550237705,-107.46521336363904,34.8202707349863,-21.332915934165875,-27.650927202549084,0.3177747556098959,-4557.179603040632,6.743398818103412,0.0925945762237622,8.466636535203476,-125.66595872621868,3.187654695504408,0.539371185593033,0.6173934987644553,58.83656338370773,20.208410819438715,19.032381375758117
-73.07710952256403,-102.41056927654586,,-4.8181761095696185,-31.205866437235997,0.0898989593613014,1801.7695097333,11.779865925168076,0.0058107089674473,9.761394445618787,125.93215150495358,2.705283478363369,-0.5275734082689796,-4.100930142032396,67.6026445368209,93.2196521828402,14.542477409738916
-61.188046369372586,-92.85272890158102,27.794793553610887,,,0.0920364910233724,-716.0653340545158,11.399382803983258,0.0204945502041883,5.559454048635598,348.80085235354323,,0.9129098893369288,-1.567690146123283,50.0,67.27706839058271,0.0
-74.76646997807842,-101.46475597150088,,,-23.059088618946443,0.0907424974733535,-16.207491754772455,7.223440990921483,0.0055441429901613,7.504623931142229,291.12528713608697,4.41176466124621,0.6038605836046373,1.1105176288090446,84.38645229449247,9.780147536107044,16.727498090332414
